id,no_surat,ayat_surat,word,trans,rowlabel,maxrow
75866,83,16,إِنَّهُمْ,"""indeed",74,
75867,83,16,لَصَالُوا,(surely) will burn,75,
75868,83,16,الْجَحِيمِ,(in) the Hellfire.,76,
75135,78,5,ثُمَّ,Then,12,
75136,78,5,كَلَّا,Nay!,13,
75137,78,5,سَيَعْلَمُونَ,(soon) they will know.,14,
75138,78,6,أَلَمْ,Have not,15,
75139,78,6,نَجْعَلِ,We made,16,
75141,78,6,مِهَادًا,a resting place?,18,
75143,78,7,أَوْتَادًا,"""(as) pegs",20,
75175,78,17,الْفَصْلِ,(of) the Judgment,52,
75347,79,16,طُوًى,"""(of)",51,
75358,79,18,تَزَكَّى,purify yourself?,62,
75519,80,15,بِأَيْدِي,In (the) hands,44,
75520,80,15,سَفَرَةٍ,(of) scribes.,45,
75521,80,16,كِرَامٍ,"""Noble",46,
75522,80,16,بَرَرَةٍ,dutiful.,47,
75820,83,7,كِتَابَ,(the) record,28,
75821,83,7,الْفُجَّارِ,(of) the wicked,29,
75824,83,8,وَمَا,And what,32,
75825,83,8,أَدْرَاكَ,can make you know,33,
75826,83,8,مَا,what,34,
75827,83,8,سِجِّينٌ,(is) Sijjin?,35,
75862,83,15,رَبِّهِمْ,their Lord,70,
75863,83,15,يَوْمَئِذٍ,that Day,71,
75869,83,17,ثُمَّ,Then,77,
75870,83,17,يُقَالُ,"""it will be said",78,
75871,83,17,هَذَا,"""""""This""",79,
75872,83,17,الَّذِي,(is) what,80,
75873,83,17,كُنْتُمْ,you used to,81,
75874,83,17,بِهِ,[of it],82,
75875,83,17,تُكَذِّبُونَ,"""deny.""""""",83,
75876,83,18,كَلَّا,Nay!,84,
75877,83,18,إِنَّ,"""Indeed",85,
75878,83,18,كِتَابَ,(the) record,86,
75879,83,18,الْأَبْرَارِ,(of) the righteous,87,
75880,83,18,لَفِي,(will be) surely in,88,
75881,83,18,عِلِّيِّينَ,Illiyin.,89,
75882,83,19,وَمَا,And what,90,
75883,83,19,أَدْرَاكَ,can make you know,91,
75884,83,19,مَا,what,92,
75885,83,19,عِلِّيُّونَ,(is) Illiyun?,93,
75886,83,20,كِتَابٌ,A book,94,
75887,83,20,مَرْقُومٌ,"""written",95,
75888,83,21,يَشْهَدُهُ,Witness it,96,
75889,83,21,الْمُقَرَّبُونَ,those brought near.,97,
75890,83,22,إِنَّ,"""Indeed",98,
75891,83,22,الْأَبْرَارَ,the righteous,99,
75892,83,22,لَفِي,(will be) surely in,100,
75893,83,22,نَعِيمٍ,"""bliss",101,
75894,83,23,عَلَى,On,102,
75895,83,23,الْأَرَائِكِ,thrones,103,
75896,83,23,يَنْظُرُونَ,observing.,104,
75897,83,24,تَعْرِفُ,You will recognize,105,
75898,83,24,فِي,in,106,
75899,83,24,وُجُوهِهِمْ,their faces,107,
75900,83,24,نَضْرَةَ,(the) radiance,108,
75901,83,24,النَّعِيمِ,(of) bliss.,109,
75902,83,25,يُسْقَوْنَ,They will be given to drink,110,
75983,84,6,رَبِّكَ,your Lord,22,
75984,84,6,كَدْحًا,(with) exertion,23,
75985,84,6,فَمُلَاقِيهِ,and you (will) meet Him.,24,
75986,84,7,فَأَمَّا,Then as for,25,
76560,90,5,عَلَيْهِ,over him,21,
76561,90,5,أَحَدٌ,anyone?,22,
76562,90,6,يَقُولُ,"""He will say",23,
76563,90,6,أَهْلَكْتُ,"""""""I have squandered""",24,
75126,78,2,عَنِ,About,3,
75130,78,3,هُمْ,they,7,
75131,78,3,فِيهِ,(are) concerning it,8,
75132,78,3,مُخْتَلِفُونَ,(in) disagreement.,9,
75133,78,4,كَلَّا,Nay!,10,
75134,78,4,سَيَعْلَمُونَ,(soon) they will know.,11,
75524,80,17,الْإِنْسَانُ,"""[the] man",49,
75525,80,17,مَا,how,50,
75822,83,7,لَفِي,(is) surely in,30,
75823,83,7,سِجِّينٍ,Sijjin.,31,
75864,83,15,لَمَحْجُوبُونَ,surely will be partitioned.,72,
75865,83,16,ثُمَّ,Then,73,
76564,90,6,مَالًا,wealth,25,
76571,90,8,أَلَمْ,Have not,32,
76572,90,8,نَجْعَلْ,We made,33,
76573,90,8,لَهُ,for him,34,
76574,90,8,عَيْنَيْنِ,two eyes?,35,
76575,90,9,وَلِسَانًا,"""And a tongue",36,
76576,90,9,وَشَفَتَيْنِ,and two lips?,37,
75542,80,22,إِذَا,when,67,
75543,80,22,شَاءَ,"""He wills",68,
75544,80,22,أَنْشَرَهُ,He will resurrect him.,69,
75545,80,23,كَلَّا,Nay!,70,
75546,80,23,لَمَّا,Not,71,
75547,80,23,يَقْضِ,he has accomplished,72,
75560,80,26,الْأَرْضَ,the earth,85,
75561,80,26,شَقًّا,"""splitting",86,
75562,80,27,فَأَنْبَتْنَا,Then We caused to grow,87,
75563,80,27,فِيهَا,therein,88,
75564,80,27,حَبًّا,"""grain",89,
75565,80,28,وَعِنَبًا,And grapes,90,
75566,80,28,وَقَضْبًا,"""and green fodder",91,
75567,80,29,وَزَيْتُونًا,And olive,92,
76956,98,1,الْكِتَابِ,of the Book,7,
75571,80,31,وَفَاكِهَةً,And fruits,96,
75572,80,31,وَأَبًّا,"""and grass",97,
75573,80,32,مَتَاعًا,(As) a provision,98,
75574,80,32,لَكُمْ,for you,99,
75828,83,9,كِتَابٌ,A book,36,
75829,83,9,مَرْقُومٌ,written.,37,
75830,83,10,وَيْلٌ,Woe,38,
75831,83,10,يَوْمَئِذٍ,that Day,39,
75832,83,10,لِلْمُكَذِّبِينَ,"""to the deniers",40,
75833,83,11,الَّذِينَ,Those who,41,
75834,83,11,يُكَذِّبُونَ,deny,42,
76552,90,4,خَلَقْنَا,We have created,13,
76553,90,4,الْإِنْسَانَ,man,14,
76846,95,8,بِأَحْكَمِ,(the) Most Just,33,
76944,97,4,أَمْرٍ,"""affair",25,
76945,97,5,سَلَامٌ,Peace,26,
76946,97,5,هِيَ,it (is),27,
76947,97,5,حَتَّى,until,28,
76948,97,5,مَطْلَعِ,(the) emergence,29,
76949,97,5,الْفَجْرِ,(of) the dawn.,30,
76950,98,1,لَمْ,Not,1,
76951,98,1,يَكُنِ,were,2,
76952,98,1,الَّذِينَ,those who,3,
76953,98,1,كَفَرُوا,disbelieved,4,
76954,98,1,مِنْ,from,5,
75235,78,33,أَتْرَابًا,"""well-matched",112,
75236,78,34,وَكَأْسًا,And a cup,113,
75237,78,34,دِهَاقًا,full.,114,
75238,78,35,لَا,Not,115,
75239,78,35,يَسْمَعُونَ,they will hear,116,
75240,78,35,فِيهَا,therein,117,
75241,78,35,لَغْوًا,any vain talk,118,
75242,78,35,وَلَا,and not,119,
75244,78,36,جَزَاءً,(As) a reward,121,
75245,78,36,مِنْ,from,122,
75246,78,36,رَبِّكَ,"""your Lord",123,
75247,78,36,عَطَاءً,a gift,124,
75249,78,37,رَبِّ,Lord,126,
75330,79,12,خَاسِرَةٌ,"""losing.""""""",34,
75532,80,19,نُطْفَةٍ,a semen-drop,57,
75533,80,19,خَلَقَهُ,"""He created him",58,
75534,80,19,فَقَدَّرَهُ,"""then He proportioned him",59,
75535,80,20,ثُمَّ,Then,60,
75536,80,20,السَّبِيلَ,"""the way",61,
75537,80,20,يَسَّرَهُ,"""He made easy for him",62,
75538,80,21,ثُمَّ,Then,63,
75539,80,21,أَمَاتَهُ,He causes him to die,64,
75541,80,22,ثُمَّ,Then,66,
75568,80,29,وَنَخْلًا,"""and date-palms",93,
75570,80,30,غُلْبًا,"""(of) thick foliage",95,
76955,98,1,أَهْلِ,(the) People,6,
75517,80,14,مَرْفُوعَةٍ,"""Exalted",42,
75355,79,18,لَكَ,[for] you,59,
75356,79,18,إِلَى,[to],60,
75357,79,18,أَنْ,[that],61,
75360,79,19,إِلَى,to,64,
75361,79,19,رَبِّكَ,your Lord,65,
75655,81,16,الْجَوَارِ,Those that run,47,
75656,81,16,الْكُنَّسِ,"""(and) disappear",48,
75657,81,17,وَاللَّيْلِ,And the night,49,
75658,81,17,إِذَا,when,50,
75659,81,17,عَسْعَسَ,"""it departs",51,
75660,81,18,وَالصُّبْحِ,And the dawn,52,
75661,81,18,إِذَا,when,53,
75662,81,18,تَنَفَّسَ,it breathes,54,
75667,81,20,ذِي,Possessor of,59,
75668,81,20,قُوَّةٍ,"""power",60,
75669,81,20,عِنْدَ,with,61,
75362,79,19,فَتَخْشَى,"""so you would fear.""""""",66,
75363,79,20,فَأَرَاهُ,Then he showed him,67,
75364,79,20,الْءَايَةَ,the sign,68,
75365,79,20,الْكُبْرَى,the great.,69,
75518,80,14,مُطَهَّرَةٍ,"""purified",43,
75526,80,17,أَكْفَرَهُ,ungrateful is he!,51,
75527,80,18,مِنْ,From,52,
75528,80,18,أَيِّ,what,53,
75529,80,18,شَيْءٍ,thing,54,
75530,80,18,خَلَقَهُ,He created him?,55,
75531,80,19,مِنْ,From,56,
75649,81,14,نَفْسٌ,a soul,41,
75651,81,14,أَحْضَرَتْ,it has brought.,43,
75652,81,15,فَلَا,But nay!,44,
75653,81,15,أُقْسِمُ,I swear,45,
75654,81,15,بِالْخُنَّسِ,"""by the retreating planets",46,
75663,81,19,إِنَّهُ,"""Indeed",55,
75664,81,19,لَقَوْلُ,(is) surely a word,56,
75665,81,19,رَسُولٍ,(of) a Messenger,57,
75666,81,19,كَرِيمٍ,"""noble",58,
75670,81,20,ذِي,(the) Owner of,62,
75671,81,20,الْعَرْشِ,the Throne,63,
75672,81,20,مَكِينٍ,"""secure",64,
75673,81,21,مُطَاعٍ,One to be obeyed,65,
75680,81,23,رَءَاهُ,he saw,72,
75681,81,23,بِالْأُفُقِ,in the horizon,73,
76130,85,11,لَهُمْ,for them,62,
76140,85,12,بَطْشَ,(the) Grip,72,
76145,85,13,يُبْدِئُ,originates,77,
76152,85,15,الْمَجِيدُ,"""the Glorious",84,
76163,85,19,الَّذِينَ,Those who,95,
76173,85,21,قُرْءَانٌ,(is) a Quran,105,
76179,86,1,وَالطَّارِقِ,"""and the night comer",2,
76187,86,4,كُلُّ,(is) every,10,
76188,86,4,نَفْسٍ,soul,11,
76192,86,5,فَلْيَنْظُرِ,So let see,15,
76195,86,5,خُلِقَ,he is created.,18,
76196,86,6,خُلِقَ,He is created,19,
75366,79,21,فَكَذَّبَ,But he denied,70,
75367,79,21,وَعَصَى,and disobeyed.,71,
75368,79,22,ثُمَّ,Then,72,
75674,81,21,ثَمَّ,and,66,
75675,81,21,أَمِينٍ,"""trustworthy",67,
75676,81,22,وَمَا,And not,68,
75677,81,22,صَاحِبُكُمْ,(is) your companion,69,
75678,81,22,بِمَجْنُونٍ,mad.,70,
75679,81,23,وَلَقَدْ,And certainly,71,
76197,86,6,مِنْ,from,20,
75348,79,17,اذْهَبْ,"""""""Go""",52,
75349,79,17,إِلَى,to,53,
75351,79,17,إِنَّهُ,"""Indeed",55,
75352,79,17,طَغَى,(has) transgressed.,56,
75353,79,18,فَقُلْ,"""And say",57,
75354,79,18,هَلْ,"""""""Would""",58,
75369,79,22,أَدْبَرَ,"""he turned his back",73,
76198,86,6,مَاءٍ,"""a water",21,
76199,86,6,دَافِقٍ,"""ejected",22,
76200,86,7,يَخْرُجُ,Coming forth,23,
76201,86,7,مِنْ,from,24,
76202,86,7,بَيْنِ,between,25,
76203,86,7,الصُّلْبِ,the backbone,26,
76204,86,7,وَالتَّرَائِبِ,and the ribs.,27,
76205,86,8,إِنَّهُ,"""Indeed",28,
76206,86,8,عَلَى,to,29,
76207,86,8,رَجْعِهِ,return him,30,
76208,86,8,لَقَادِرٌ,(is) Able.,31,
76681,92,2,تَجَلَّى,"""it shines in brightness",6,
76683,92,3,خَلَقَ,created,8,
76684,92,3,الذَّكَرَ,the male,9,
76685,92,3,وَالْأُنْثَى,"""and the female",10,
76686,92,4,إِنَّ,"""Indeed",11,
76687,92,4,سَعْيَكُمْ,your efforts,12,
76688,92,4,لَشَتَّى,(are) surely diverse.,13,
76878,96,8,الرُّجْعَى,(is) the return.,31,
76879,96,9,أَرَءَيْتَ,Have you seen,32,
76880,96,9,الَّذِي,the one who,33,
76881,96,9,يَنْهَى,forbids,34,
76885,96,11,أَرَءَيْتَ,Have you seen,38,
76886,96,11,إِنْ,if,39,
76887,96,11,كَانَ,he is,40,
76888,96,11,عَلَى,upon,41,
76889,96,11,الْهُدَى,"""[the] guidance",42,
76890,96,12,أَوْ,Or,43,
76892,96,12,بِالتَّقْوَى,[of the] righteousness?,45,
75481,80,3,وَمَا,But what,6,
75482,80,3,يُدْرِيكَ,would make you know,7,
75483,80,3,لَعَلَّهُ,that he might,8,
75484,80,3,يَزَّكَّى,"""purify himself",9,
75485,80,4,أَوْ,Or,10,
75487,80,4,فَتَنْفَعَهُ,so would benefit him,12,
75488,80,4,الذِّكْرَى,the reminder?,13,
75489,80,5,أَمَّا,As for,14,
76209,86,9,يَوْمَ,(The) Day,32,
76210,86,9,تُبْلَى,will be tested,33,
76214,86,10,مِنْ,any,37,
76215,86,10,قُوَّةٍ,power,38,
76689,92,5,فَأَمَّا,Then as for,14,
76690,92,5,مَنْ,(him) who,15,
76691,92,5,أَعْطَى,gives,16,
76877,96,8,رَبِّكَ,your Lord,30,
76891,96,12,أَمَرَ,he enjoins,44,
76893,96,13,أَرَءَيْتَ,Have you seen,46,
76894,96,13,إِنْ,if,47,
76895,96,13,كَذَّبَ,he denies,48,
76896,96,13,وَتَوَلَّى,and turns away?,49,
75459,79,44,إِلَى,To,163,
75460,79,44,رَبِّكَ,your Lord,164,
75461,79,44,مُنْتَهَاهَا,(is) its finality.,165,
75462,79,45,إِنَّمَا,Only,166,
75465,79,45,مَنْ,(for him) who,169,
75466,79,45,يَخْشَاهَا,fears it.,170,
75469,79,46,يَرَوْنَهَا,"""they see it",173,
75470,79,46,لَمْ,not,174,
75471,79,46,يَلْبَثُوا,they had remained,175,
75472,79,46,إِلَّا,except,176,
75473,79,46,عَشِيَّةً,an evening,177,
75474,79,46,أَوْ,or,178,
75475,79,46,ضُحَاهَا,a morning thereof.,179,
75476,80,1,عَبَسَ,He frowned,1,
75477,80,1,وَتَوَلَّى,"""and turned away",2,
75478,80,2,أَنْ,Because,3,
75479,80,2,جَاءَهُ,came to him,4,
75480,80,2,الْأَعْمَى,the blind man.,5,
75490,80,5,مَنِ,(him) who,15,
75491,80,5,اسْتَغْنَى,"""considers himself free from need",16,
75492,80,6,فَأَنْتَ,So you,17,
75467,79,46,كَأَنَّهُمْ,"""As though they",171,
75468,79,46,يَوْمَ,(the) Day,172,
76216,86,10,وَلَا,and not,39,
76217,86,10,نَاصِرٍ,any helper.,40,
76218,86,11,وَالسَّمَاءِ,By the sky,41,
76219,86,11,ذَاتِ,which,42,
76220,86,11,الرَّجْعِ,"""returns",43,
76221,86,12,وَالْأَرْضِ,And the earth,44,
76222,86,12,ذَاتِ,which,45,
76223,86,12,الصَّدْعِ,"""cracks open",46,
76224,86,13,إِنَّهُ,"""Indeed",47,
76225,86,13,لَقَوْلٌ,(is) surely a Word,48,
76226,86,13,فَصْلٌ,"""decisive",49,
76227,86,14,وَمَا,And not,50,
76228,86,14,هُوَ,it,51,
76229,86,14,بِالْهَزْلِ,(is) for amusement.,52,
76230,86,15,إِنَّهُمْ,"""Indeed",53,
76231,86,15,يَكِيدُونَ,are plotting,54,
76232,86,15,كَيْدًا,"""a plot",55,
76233,86,16,وَأَكِيدُ,But I am panning,56,
75617,81,3,سُيِّرَتْ,"""are moved away",9,
75618,81,4,وَإِذَا,And when,10,
75619,81,4,الْعِشَارُ,the full-term she-camels,11,
75620,81,4,عُطِّلَتْ,(are) left untended;,12,
75625,81,6,الْبِحَارُ,the seas,17,
75626,81,6,سُجِّرَتْ,"""are made to overflow",18,
75627,81,7,وَإِذَا,And when,19,
75628,81,7,النُّفُوسُ,the souls,20,
75650,81,14,مَا,what,42,
76234,86,16,كَيْدًا,a plan.,57,
76235,86,17,فَمَهِّلِ,So give respite,58,
76236,86,17,الْكَافِرِينَ,(to) the disbelievers.,59,
76254,87,5,أَحْوَى,dark.,16,
76255,87,6,سَنُقْرِئُكَ,We will make you recite,17,
76257,87,6,تَنْسَى,"""you will forget",19,
76258,87,7,إِلَّا,Except,20,
76260,87,7,شَاءَ,wills,22,
76899,96,14,بِأَنَّ,that,52,
76900,96,14,اللَّهَ,Allah,53,
76903,96,15,لَئِنْ,If,56,
76905,96,15,يَنْتَهِ,"""he desists",58,
76906,96,15,لَنَسْفَعًا,surely We will drag him,59,
76907,96,15,بِالنَّاصِيَةِ,"""by the forelock",60,
75621,81,5,وَإِذَا,And when,13,
75622,81,5,الْوُحُوشُ,the wild beasts,14,
76908,96,16,نَاصِيَةٍ,A forelock,61,
76909,96,16,كَاذِبَةٍ,"""lying",62,
76910,96,16,خَاطِئَةٍ,sinful.,63,
76911,96,17,فَلْيَدْعُ,Then let him call,64,
76916,96,19,لَا,(Do) not,69,
76922,97,1,فِي,in,3,
76923,97,1,لَيْلَةِ,(the) Night,4,
76929,97,2,الْقَدْرِ,(of) Power (is)?,10,
76930,97,3,لَيْلَةُ,(The) Night,11,
76931,97,3,الْقَدْرِ,(of) Power,12,
76932,97,3,خَيْرٌ,(is) better,13,
76933,97,3,مِنْ,than,14,
76934,97,3,أَلْفِ,a thousand,15,
76935,97,3,شَهْرٍ,month(s).,16,
76936,97,4,تَنَزَّلُ,Descend,17,
76937,97,4,الْمَلَائِكَةُ,the Angels,18,
76973,98,4,الَّذِينَ,those who,24,
76974,98,4,أُوتُوا,were given,25,
76975,98,4,الْكِتَابَ,"""the Book",26,
76976,98,4,إِلَّا,until,27,
76977,98,4,مِنْ,from,28,
76978,98,4,بَعْدِ,after,29,
76979,98,4,مَا,what,30,
76980,98,4,جَاءَتْهُمُ,came (to) them,31,
76981,98,4,الْبَيِّنَةُ,(of) the clear evidence.,32,
76982,98,5,وَمَا,And not,33,
76983,98,5,أُمِرُوا,they were commanded,34,
76985,98,5,لِيَعْبُدُوا,to worship,36,
76986,98,5,اللَّهَ,Allah,37,
76987,98,5,مُخْلِصِينَ,(being) sincere,38,
76988,98,5,لَهُ,to Him,39,
76989,98,5,الدِّينَ,"""(in) the religion",40,
76990,98,5,حُنَفَاءَ,"""upright",41,
76991,98,5,وَيُقِيمُوا,and to establish,42,
76992,98,5,الصَّلَوةَ,"""the prayer",43,
76993,98,5,وَيُؤْتُوا,and to give,44,
76994,98,5,الزَّكَوةَ,the zakah,45,
76995,98,5,وَذَلِكَ,And that,46,
76996,98,5,دِينُ,(is the) religion,47,
76997,98,5,الْقَيِّمَةِ,the correct.,48,
76998,98,6,إِنَّ,"""Indeed",49,
76999,98,6,الَّذِينَ,those who,50,
77000,98,6,كَفَرُوا,disbelieve,51,
77001,98,6,مِنْ,from,52,
77002,98,6,أَهْلِ,(the) People,53,
77003,98,6,الْكِتَابِ,(of) the Book,54,
77004,98,6,وَالْمُشْرِكِينَ,and the polytheists,55,
75606,80,42,هُمُ,[they],131,
75607,80,42,الْكَفَرَةُ,"""(are) the disbelievers",132,
75608,80,42,الْفَجَرَةُ,the wicked ones.,133,
75609,81,1,إِذَا,When,1,
75610,81,1,الشَّمْسُ,the sun,2,
75611,81,1,كُوِّرَتْ,"""is wrapped up",3,
75612,81,2,وَإِذَا,And when,4,
75613,81,2,النُّجُومُ,the stars,5,
75614,81,2,انْكَدَرَتْ,"""fall",6,
75615,81,3,وَإِذَا,And when,7,
75616,81,3,الْجِبَالُ,the mountains,8,
75623,81,5,حُشِرَتْ,"""are gathered",15,
75624,81,6,وَإِذَا,And when,16,
76261,87,7,اللَّهُ,Allah,23,
76262,87,7,إِنَّهُ,"""Indeed",24,
76263,87,7,يَعْلَمُ,knows,25,
76264,87,7,الْجَهْرَ,the manifest,26,
76265,87,7,وَمَا,and what,27,
76266,87,7,يَخْفَى,is hidden.,28,
76267,87,8,وَنُيَسِّرُكَ,And We will ease you,29,
76268,87,8,لِلْيُسْرَى,to the ease.,30,
76984,98,5,إِلَّا,except,35,
76269,87,9,فَذَكِّرْ,"""So remind",31,
76271,87,9,نَفَعَتِ,benefits,33,
76901,96,14,يَرَى,sees?,54,
75697,81,27,إِلَّا,(is) except,89,
75700,81,28,لِمَنْ,For whoever,92,
75701,81,28,شَاءَ,wills,93,
75702,81,28,مِنْكُمْ,among you,94,
75703,81,28,أَنْ,to,95,
75705,81,29,وَمَا,And not,97,
76897,96,14,أَلَمْ,Does not,50,
76904,96,15,لَمْ,not,57,
76924,97,1,الْقَدْرِ,(of) Power.,5,
76925,97,2,وَمَا,And what,6,
76926,97,2,أَدْرَاكَ,can make you know,7,
76927,97,2,مَا,what,8,
76928,97,2,لَيْلَةُ,(the) Night,9,
77190,103,3,الَّذِينَ,those who,7,
77191,103,3,ءَامَنُوا,believe,8,
77192,103,3,وَعَمِلُوا,and do,9,
77193,103,3,الصَّالِحَاتِ,righteous deeds,10,
75691,81,25,شَيْطَانٍ,(of) Shaitaan,83,
75692,81,25,رَجِيمٍ,accursed.,84,
75693,81,26,فَأَيْنَ,So where,85,
75695,81,27,إِنْ,Not,87,
75698,81,27,ذِكْرٌ,a reminder,90,
75699,81,27,لِلْعَالَمِينَ,"""to the worlds",91,
77194,103,3,وَتَوَاصَوْا,and enjoin (each other),11,
77195,103,3,بِالْحَقِّ,to the truth,12,
77196,103,3,وَتَوَاصَوْا,and enjoin (each other),13,
77197,103,3,بِالصَّبْرِ,to [the] patience.,14,
77198,104,1,وَيْلٌ,Woe,1,
75685,81,24,عَلَى,on,77,
75686,81,24,الْغَيْبِ,the unseen,78,
75688,81,25,وَمَا,And not,80,
75689,81,25,هُوَ,it,81,
75690,81,25,بِقَوْلِ,(is the) word,82,
75696,81,27,هُوَ,it,88,
75706,81,29,تَشَاءُونَ,you will,98,
75707,81,29,إِلَّا,except,99,
76272,87,9,الذِّكْرَى,the reminder.,34,
76273,87,10,سَيَذَّكَّرُ,He will pay heed -,35,
76274,87,10,مَنْ,(one) who,36,
76275,87,10,يَخْشَى,fears (Allah).,37,
76276,87,11,وَيَتَجَنَّبُهَا,And will avoid it,38,
76277,87,11,الْأَشْقَى,the wretched one.,39,
76278,87,12,الَّذِي,The one who,40,
76279,87,12,يَصْلَى,will burn,41,
76280,87,12,النَّارَ,(in) the Fire,42,
76281,87,12,الْكُبْرَى,[the] great.,43,
76282,87,13,ثُمَّ,Then,44,
76283,87,13,لَا,not,45,
76284,87,13,يَمُوتُ,he will die,46,
77413,114,1,أَعُوذُ,"""""""I seek refuge""",2,
77414,114,1,بِرَبِّ,in (the) Lord,3,
77415,114,1,النَّاسِ,"""(of) mankind",4,
75801,83,3,وَإِذَا,But when,9,
