id,no_surat,ayat_surat,word,trans,rowlabel,maxrow
75342,79,16,إِذْ,When,46,
75343,79,16,نَادَاهُ,called him,47,
75344,79,16,رَبُّهُ,his Lord,48,
75345,79,16,بِالْوَادِ,in the valley,49,
75346,79,16,الْمُقَدَّسِ,the sacred,50,
75350,79,17,فِرْعَوْنَ,Firaun.,54,
75359,79,19,وَأَهْدِيَكَ,And I will guide you,63,
75370,79,22,يَسْعَى,"""striving",74,
75371,79,23,فَحَشَرَ,And he gathered,75,
75372,79,23,فَنَادَى,"""and called out",76,
75373,79,24,فَقَالَ,"""Then he said",77,
75374,79,24,أَنَا,"""""""I am""",78,
75375,79,24,رَبُّكُمُ,"""your Lord",79,
75376,79,24,الْأَعْلَى,"""the Most High.""""""",80,
75377,79,25,فَأَخَذَهُ,So seized him,81,
75378,79,25,اللَّهُ,Allah,82,
75379,79,25,نَكَالَ,(with) an exemplary punishment,83,
75380,79,25,الْءَاخِرَةِ,(for) the last,84,
75381,79,25,وَالْأُولَى,and the first.,85,
75382,79,26,إِنَّ,"""Indeed",86,
75383,79,26,فِي,in,87,
75384,79,26,ذَلِكَ,that,88,
75385,79,26,لَعِبْرَةً,surely (is) a lesson,89,
75386,79,26,لِمَنْ,for whoever,90,
75394,79,28,رَفَعَ,He raised,98,
75395,79,28,سَمْكَهَا,its ceiling,99,
75396,79,28,فَسَوَّاهَا,and proportioned it.,100,
75514,80,13,فِي,In,39,
75446,79,41,فَإِنَّ,"""Then indeed",150,
75447,79,41,الْجَنَّةَ,Paradise -,151,
75449,79,41,الْمَأْوَى,the refuge.,153,
75515,80,13,صُحُفٍ,sheets,40,
75516,80,13,مُكَرَّمَةٍ,"""honored",41,
75548,80,23,مَا,what,73,
75549,80,23,أَمَرَهُ,He commanded him.,74,
75550,80,24,فَلْيَنْظُرِ,Then let look,75,
75551,80,24,الْإِنْسَانُ,the man,76,
75450,79,42,يَسْءَلُونَكَ,They ask you,154,
75552,80,24,إِلَى,at,77,
75553,80,24,طَعَامِهِ,"""his food",78,
75451,79,42,عَنِ,about,155,
75452,79,42,السَّاعَةِ,"""the Hour",156,
75453,79,42,أَيَّانَ,when,157,
75454,79,42,مُرْسَاهَا,(is) its arrival?,158,
75455,79,43,فِيمَ,In what,159,
75456,79,43,أَنْتَ,(are) you,160,
75457,79,43,مِنْ,[of],161,
75458,79,43,ذِكْرَاهَا,(to) mention it?,162,
75463,79,45,أَنْتَ,you,167,
75464,79,45,مُنْذِرُ,(are) a warner,168,
75486,80,4,يَذَّكَّرُ,be reminded,11,
75493,80,6,لَهُ,to him,18,
75494,80,6,تَصَدَّى,give attention.,19,
75495,80,7,وَمَا,And not,20,
75496,80,7,عَلَيْكَ,upon you,21,
75497,80,7,أَلَّا,that not,22,
75498,80,7,يَزَّكَّى,he purifies himself.,23,
75499,80,8,وَأَمَّا,But as for,24,
75500,80,8,مَنْ,(he) who,25,
75501,80,8,جَاءَكَ,came to you,26,
75554,80,25,أَنَّا,That [We],79,
75555,80,25,صَبَبْنَا,[We] poured,80,
75556,80,25,الْمَاءَ,the water,81,
75557,80,25,صَبًّا,"""(in) abundance",82,
75558,80,26,ثُمَّ,Then,83,
75559,80,26,شَقَقْنَا,We cleaved,84,
75437,79,40,وَأَمَّا,But as for,141,
75438,79,40,مَنْ,(him) who,142,
75439,79,40,خَافَ,feared,143,
75440,79,40,مَقَامَ,standing,144,
75441,79,40,رَبِّهِ,"""(before) his Lord",145,
75442,79,40,وَنَهَى,and restrained,146,
75443,79,40,النَّفْسَ,his soul,147,
75444,79,40,عَنِ,from,148,
75445,79,40,الْهَوَى,"""the vain desires",149,
75502,80,8,يَسْعَى,"""striving",27,
75503,80,9,وَهُوَ,While he,28,
75504,80,9,يَخْشَى,"""fears",29,
75505,80,10,فَأَنْتَ,But you,30,
75506,80,10,عَنْهُ,from,31,
75508,80,11,كَلَّا,Nay!,33,
75509,80,11,إِنَّهَا,"""Indeed",34,
75510,80,11,تَذْكِرَةٌ,"""(is) a reminder",35,
75511,80,12,فَمَنْ,So whosoever,36,
75512,80,12,شَاءَ,wills,37,
75513,80,12,ذَكَرَهُ,may remember it.,38,
75579,80,34,يَوْمَ,(The) Day,104,
75580,80,34,يَفِرُّ,will flee,105,
75581,80,34,الْمَرْءُ,a man,106,
75582,80,34,مِنْ,from,107,
75584,80,35,وَأُمِّهِ,And his mother,109,
75585,80,35,وَأَبِيهِ,"""and his father",110,
75586,80,36,وَصَاحِبَتِهِ,And his wife,111,
75587,80,36,وَبَنِيهِ,"""and his children",112,
75710,81,29,اللَّهُ,"""Allah",102,
75711,81,29,رَبُّ,Lord,103,
75712,81,29,الْعَالَمِينَ,(of) the worlds.,104,
75576,80,33,فَإِذَا,But when,101,
75577,80,33,جَاءَتِ,comes,102,
75588,80,37,لِكُلِّ,For every,113,
75589,80,37,امْرِئٍ,man,114,
75590,80,37,مِنْهُمْ,among them,115,
75591,80,37,يَوْمَئِذٍ,that Day,116,
75592,80,37,شَأْنٌ,(will be) a matter,117,
75593,80,37,يُغْنِيهِ,occupying him.,118,
75594,80,38,وُجُوهٌ,"""Faces",119,
75595,80,38,يَوْمَئِذٍ,that Day,120,
75596,80,38,مُسْفِرَةٌ,"""(will be) bright",121,
75597,80,39,ضَاحِكَةٌ,"""Laughing",122,
75599,80,40,وَوُجُوهٌ,"""And faces",124,
75600,80,40,يَوْمَئِذٍ,"""that Day",125,
75629,81,7,زُوِّجَتْ,"""are paired",21,
75630,81,8,وَإِذَا,And when,22,
75631,81,8,الْمَوْءُودَةُ,the female infant buried alive,23,
75632,81,8,سُئِلَتْ,is asked,24,
75633,81,9,بِأَيِّ,For what,25,
75634,81,9,ذَنْبٍ,sin,26,
75635,81,9,قُتِلَتْ,she was killed.,27,
75636,81,10,وَإِذَا,And when,28,
75637,81,10,الصُّحُفُ,the pages,29,
75638,81,10,نُشِرَتْ,"""are laid open",30,
75639,81,11,وَإِذَا,And when,31,
75640,81,11,السَّمَاءُ,the sky,32,
75641,81,11,كُشِطَتْ,"""is stripped away",33,
75642,81,12,وَإِذَا,And when,34,
75643,81,12,الْجَحِيمُ,the Hellfire,35,
75644,81,12,سُعِّرَتْ,"""is set ablaze",36,
75645,81,13,وَإِذَا,And when,37,
75646,81,13,الْجَنَّةُ,Paradise,38,
75647,81,13,أُزْلِفَتْ,"""is brought near",39,
75648,81,14,عَلِمَتْ,Will know,40,
75682,81,23,الْمُبِينِ,the clear.,74,
75683,81,24,وَمَا,And not,75,
75684,81,24,هُوَ,he (is),76,
75687,81,24,بِضَنِينٍ,a withholder.,79,
75694,81,26,تَذْهَبُونَ,are you going?,86,
75704,81,28,يَسْتَقِيمَ,take a straight way.,96,
75708,81,29,أَنْ,that,100,
75709,81,29,يَشَاءَ,wills,101,
75713,82,1,إِذَا,When,1,
75714,82,1,السَّمَاءُ,the sky,2,
75715,82,1,انْفَطَرَتْ,"""(is) cleft asunder",3,
75716,82,2,وَإِذَا,And when,4,
75717,82,2,الْكَوَاكِبُ,the stars,5,
75718,82,2,انْتَثَرَتْ,"""scatter",6,
75719,82,3,وَإِذَا,And when,7,
75720,82,3,الْبِحَارُ,the seas,8,
75721,82,3,فُجِّرَتْ,are made to gush,9,
75722,82,4,وَإِذَا,And when,10,
75723,82,4,الْقُبُورُ,the graves,11,
75724,82,4,بُعْثِرَتْ,"""are overturned",12,
75725,82,5,عَلِمَتْ,Will know,13,
75578,80,33,الصَّاخَّةُ,"""the Deafening Blast",103,
75744,82,8,شَاءَ,"""He willed",32,
75745,82,8,رَكَّبَكَ,He assembled you.,33,
75753,82,11,كِرَامًا,Noble,41,
75754,82,11,كَاتِبِينَ,"""recording",42,
75755,82,12,يَعْلَمُونَ,They know,43,
75756,82,12,مَا,whatever,44,
75757,82,12,تَفْعَلُونَ,you do.,45,
75758,82,13,إِنَّ,"""Indeed",46,
75736,82,7,الَّذِي,Who,24,
75737,82,7,خَلَقَكَ,"""created you",25,
75738,82,7,فَسَوَّاكَ,then fashioned you,26,
75739,82,7,فَعَدَلَكَ,then balanced you?,27,
75740,82,8,فِي,In,28,
75741,82,8,أَيِّ,whatever,29,
75742,82,8,صُورَةٍ,form,30,
75743,82,8,مَا,what,31,
75746,82,9,كَلَّا,Nay!,34,
75747,82,9,بَلْ,But,35,
75748,82,9,تُكَذِّبُونَ,you deny,36,
75749,82,9,بِالدِّينِ,the Judgment.,37,
75750,82,10,وَإِنَّ,"""And indeed",38,
75751,82,10,عَلَيْكُمْ,over you,39,
75759,82,13,الْأَبْرَارَ,the righteous,47,
75761,82,13,نَعِيمٍ,"""bliss",49,
75762,82,14,وَإِنَّ,"""And indeed",50,
75763,82,14,الْفُجَّارَ,the wicked,51,
75764,82,14,لَفِي,(will be) surely in,52,
75765,82,14,جَحِيمٍ,Hellfire.,53,
75766,82,15,يَصْلَوْنَهَا,They will burn (in) it,54,
75767,82,15,يَوْمَ,(on the) Day,55,
75768,82,15,الدِّينِ,"""(of) the Judgment",56,
75769,82,16,وَمَا,And not,57,
75770,82,16,هُمْ,they,58,
75771,82,16,عَنْهَا,from it,59,
75772,82,16,بِغَائِبِينَ,(will be) absent.,60,
75773,82,17,وَمَا,And what,61,
75774,82,17,أَدْرَاكَ,can make you know,62,
75776,82,17,يَوْمُ,(is the) Day,64,
75777,82,17,الدِّينِ,(of) the Judgment?,65,
75778,82,18,ثُمَّ,"""Then",66,
75779,82,18,مَا,what,67,
75781,82,18,مَا,what,69,
75782,82,18,يَوْمُ,(is the) Day,70,
75783,82,18,الدِّينِ,(of) the Judgment?,71,
75784,82,19,يَوْمَ,(The) Day,72,
75785,82,19,لَا,not,73,
75786,82,19,تَمْلِكُ,will have power,74,
75787,82,19,نَفْسٌ,a soul,75,
75788,82,19,لِنَفْسٍ,for a soul,76,
75789,82,19,شَيْئًا,"""anything",77,
75790,82,19,وَالْأَمْرُ,and the Command,78,
75791,82,19,يَوْمَئِذٍ,that Day,79,
75797,83,2,اكْتَالُوا,they take a measure,5,
75798,83,2,عَلَى,from,6,
75799,83,2,النَّاسِ,"""the people",7,
75800,83,2,يَسْتَوْفُونَ,"""they take in full",8,
75802,83,3,كَالُوهُمْ,they give by measure (to) them,10,
75804,83,3,وَزَنُوهُمْ,they weigh (for) them,12,
75805,83,3,يُخْسِرُونَ,they give less.,13,
75806,83,4,أَلَا,Do not,14,
75807,83,4,يَظُنُّ,think,15,
75808,83,4,أُولَئِكَ,those,16,
75809,83,4,أَنَّهُمْ,that they,17,
75810,83,4,مَبْعُوثُونَ,"""(will be) resurrected",18,
75811,83,5,لِيَوْمٍ,For a Day,19,
75812,83,5,عَظِيمٍ,"""Great",20,
75813,83,6,يَوْمَ,(The) Day,21,
75814,83,6,يَقُومُ,will stand,22,
75815,83,6,النَّاسُ,mankind,23,
75816,83,6,لِرَبِّ,before (the) Lord,24,
75817,83,6,الْعَالَمِينَ,(of) the worlds?,25,
75818,83,7,كَلَّا,Nay!,26,
75819,83,7,إِنَّ,"""Indeed",27,
75727,82,5,مَا,what,15,
75728,82,5,قَدَّمَتْ,it has sent forth,16,
75729,82,5,وَأَخَّرَتْ,and left behind.,17,
75730,82,6,يَاأَيُّهَا,O,18,
75731,82,6,الْإِنْسَانُ,man!,19,
75732,82,6,مَا,What,20,
75733,82,6,غَرَّكَ,has deceived you,21,
75735,82,6,الْكَرِيمِ,"""the Most Noble",23,
75760,82,13,لَفِي,(will be) surely in,48,
75775,82,17,مَا,what,63,
75792,82,19,لِلَّهِ,(will be) with Allah.,80,
75852,83,14,بَلْ,"""But",60,
75853,83,14,رَانَ,(the) stain has covered,61,
75854,83,14,عَلَى,[over],62,
75855,83,14,قُلُوبِهِمْ,their hearts,63,
75856,83,14,مَا,(for) what,64,
75857,83,14,كَانُوا,they used to,65,
75858,83,14,يَكْسِبُونَ,earn.,66,
75859,83,15,كَلَّا,Nay!,67,
75860,83,15,إِنَّهُمْ,"""Indeed",68,
75861,83,15,عَنْ,from,69,
75935,83,31,انْقَلَبُوا,they would return,143,
75944,83,33,أُرْسِلُوا,they had been sent,152,
75966,84,2,لِرَبِّهَا,to its Lord,5,
75967,84,2,وَحُقَّتْ,"""and was obligated",6,
75968,84,3,وَإِذَا,And when,7,
75969,84,3,الْأَرْضُ,the earth,8,
75970,84,3,مُدَّتْ,"""is spread",9,
75836,83,11,الدِّينِ,(of) the Judgment.,44,
75971,84,4,وَأَلْقَتْ,And has cast out,10,
75837,83,12,وَمَا,And not,45,
75838,83,12,يُكَذِّبُ,can deny,46,
75839,83,12,بِهِ,[of] it,47,
75840,83,12,إِلَّا,except,48,
75841,83,12,كُلُّ,every,49,
75842,83,12,مُعْتَدٍ,transgressor,50,
75843,83,12,أَثِيمٍ,sinful.,51,
75847,83,13,ءَايَاتُنَا,"""Our Verses",55,
75848,83,13,قَالَ,"""he says",56,
75849,83,13,أَسَاطِيرُ,"""""""Stories""",57,
75850,83,13,الْأَوَّلِينَ,"""(of) the former (people).""""""",58,
75972,84,4,مَا,what,11,
75973,84,4,فِيهَا,(is) in it,12,
75974,84,4,وَتَخَلَّتْ,"""and becomes empty",13,
75975,84,5,وَأَذِنَتْ,And has listened,14,
75976,84,5,لِرَبِّهَا,to its Lord,15,
75978,84,6,يَاأَيُّهَا,O,17,
75979,84,6,الْإِنْسَانُ,mankind!,18,
75980,84,6,إِنَّكَ,"""Indeed",19,
75981,84,6,كَادِحٌ,(are) laboring,20,
75982,84,6,إِلَى,to,21,
76246,87,3,وَالَّذِي,And the One Who,8,
76247,87,3,قَدَّرَ,measured,9,
76248,87,3,فَهَدَى,"""then guided",10,
76249,87,4,وَالَّذِي,And the One Who,11,
76250,87,4,أَخْرَجَ,brings forth,12,
76251,87,4,الْمَرْعَى,"""the pasture",13,
76252,87,5,فَجَعَلَهُ,And then makes it,14,
76253,87,5,غُثَاءً,"""stubble",15,
76270,87,9,إِنْ,if,32,
75987,84,7,مَنْ,(him) who,26,
75988,84,7,أُوتِيَ,is given,27,
75990,84,7,بِيَمِينِهِ,"""in his right (hand)",29,
75991,84,8,فَسَوْفَ,Then soon,30,
75992,84,8,يُحَاسَبُ,his account will be taken,31,
75993,84,8,حِسَابًا,"""an account",32,
75994,84,8,يَسِيرًا,"""easy",33,
75995,84,9,وَيَنْقَلِبُ,And he will return,34,
75996,84,9,إِلَى,to,35,
75997,84,9,أَهْلِهِ,his people,36,
75998,84,9,مَسْرُورًا,happily.,37,
76000,84,10,مَنْ,(him) who,39,
76001,84,10,أُوتِيَ,is given,40,
76002,84,10,كِتَابَهُ,his record,41,
76003,84,10,وَرَاءَ,behind,42,
76004,84,10,ظَهْرِهِ,"""his back",43,
76005,84,11,فَسَوْفَ,Then soon,44,
76006,84,11,يَدْعُوا,he will call,45,
76007,84,11,ثُبُورًا,"""(for) destruction",46,
76009,84,12,سَعِيرًا,(in) a Blaze.,48,
76010,84,13,إِنَّهُ,"""Indeed",49,
76011,84,13,كَانَ,had been,50,
76118,85,10,يَتُوبُوا,"""they repented",50,
76129,85,11,الصَّالِحَاتِ,"""the righteous deeds",61,
76155,85,16,يُرِيدُ,He intends.,87,
76177,85,22,مَحْفُوظٍ,Guarded.,109,
76211,86,9,السَّرَائِرُ,"""the secrets",34,
76212,86,10,فَمَا,Then not,35,
76213,86,10,لَهُ,(is) for him,36,
76237,86,17,أَمْهِلْهُمْ,Give respite to them -,60,
76238,86,17,رُوَيْدًا,little.,61,
76239,87,1,سَبِّحِ,Glorify,1,
76240,87,1,اسْمَ,(the) name,2,
76241,87,1,رَبِّكَ,"""(of) your Lord",3,
76242,87,1,الْأَعْلَى,"""the Most High",4,
76243,87,2,الَّذِي,The One Who,5,
76244,87,2,خَلَقَ,"""created",6,
76245,87,2,فَسَوَّى,"""then proportioned",7,
75315,79,9,أَبْصَارُهَا,Their eyes,19,
75316,79,9,خَاشِعَةٌ,humbled.,20,
75845,83,13,تُتْلَى,are recited,53,
75326,79,12,قَالُوا,"""They say",30,
75846,83,13,عَلَيْهِ,to him,54,
76635,91,5,بَنَاهَا,"""constructed it",14,
75327,79,12,تِلْكَ,"""""""This""",31,
75328,79,12,إِذًا,then,32,
75569,80,30,وَحَدَائِقَ,And gardens,94,
75575,80,32,وَلِأَنْعَامِكُمْ,and for your cattle.,100,
75583,80,34,أَخِيهِ,"""his brother",108,
75598,80,39,مُسْتَبْشِرَةٌ,rejoicing at good news.,123,
75605,80,42,أُولَئِكَ,Those,130,
75726,82,5,نَفْسٌ,a soul,14,
75734,82,6,بِرَبِّكَ,concerning your Lord,22,
75752,82,10,لَحَافِظِينَ,"""(are) surely guardians",40,
76939,97,4,فِيهَا,"""therein",20,
77277,107,2,يَدُعُّ,repulses,7,
75780,82,18,أَدْرَاكَ,can make you know,68,
75329,79,12,كَرَّةٌ,(would be) a return,33,
75331,79,13,فَإِنَّمَا,Then only,35,
75851,83,14,كَلَّا,Nay!,59,
75332,79,13,هِيَ,it,36,
76291,87,14,تَزَكَّى,"""purifies (himself)",53,
75793,83,1,وَيْلٌ,Woe,1,
75794,83,1,لِلْمُطَفِّفِينَ,"""to those who give less",2,
75795,83,2,الَّذِينَ,Those who,3,
75796,83,2,إِذَا,when,4,
77278,107,2,الْيَتِيمَ,"""the orphan",8,
77279,107,3,وَلَا,And (does) not,9,
75192,78,21,إِنَّ,"""Indeed",69,
75222,78,29,أَحْصَيْنَاهُ,We have enumerated it,99,
77387,112,4,كُفُوًا,equivalent,14,
75835,83,11,بِيَوْمِ,(the) Day,43,
77401,113,3,وَقَبَ,it spreads,13,
76292,87,15,وَذَكَرَ,And remembers,54,
75435,79,39,هِيَ,it,139,
76636,91,6,وَالْأَرْضِ,And the earth,15,
75436,79,39,الْمَأْوَى,(is) the refuge.,140,
76637,91,6,وَمَا,and (He) Who,16,
76638,91,6,طَحَاهَا,"""spread it",17,
75262,78,38,وَالْمَلَائِكَةُ,and the Angels,139,
75278,78,39,اتَّخَذَ,let him,155,
75448,79,41,هِيَ,it (is),152,
75507,80,10,تَلَهَّى,(are) distracted.,32,
75601,80,40,عَلَيْهَا,upon them,126,
75602,80,40,غَبَرَةٌ,"""(will be) dust",127,
75603,80,41,تَرْهَقُهَا,Will cover them,128,
75604,80,41,قَتَرَةٌ,darkness.,129,
75844,83,13,إِذَا,When,52,
76293,87,15,اسْمَ,(the) name,55,
76294,87,15,رَبِّهِ,(of) his Lord,56,
75311,79,7,الرَّادِفَةُ,"""the subsequent",15,
75312,79,8,قُلُوبٌ,"""Hearts",16,
75317,79,10,يَقُولُونَ,"""They say",21,
75318,79,10,أَءِنَّا,"""""""Will we""",22,
76295,87,15,فَصَلَّى,and prays.,57,
76605,90,17,ءَامَنُوا,believe,66,
76623,91,1,وَضُحَاهَا,"""and its brightness",2,
76634,91,5,وَمَا,and (He) Who,13,
76639,91,7,وَنَفْسٍ,And (the) soul,18,
76640,91,7,وَمَا,and (He) Who,19,
76641,91,7,سَوَّاهَا,"""proportioned it",20,
76917,96,19,تُطِعْهُ,obey him.,70,
75313,79,8,يَوْمَئِذٍ,"""that Day",17,
75314,79,8,وَاجِفَةٌ,"""will palpitate",18,
75319,79,10,لَمَرْدُودُونَ,indeed be returned,23,
75320,79,10,فِي,to,24,
75144,78,8,وَخَلَقْنَاكُمْ,And We created you,21,
75176,78,17,كَانَ,is,53,
75182,78,18,فَتَأْتُونَ,and you will come forth,59,
75183,78,18,أَفْوَاجًا,"""(in) crowds",60,
75321,79,10,الْحَافِرَةِ,the former state?,25,
75322,79,11,أَءِذَا,What! When,26,
75323,79,11,كُنَّا,we are,27,
75324,79,11,عِظَامًا,bones,28,
75325,79,11,نَخِرَةً,"""decayed?""""""",29,
75523,80,17,قُتِلَ,Is destroyed,48,
75540,80,21,فَأَقْبَرَهُ,"""and provides a grave for him",65,
75310,79,7,تَتْبَعُهَا,Follows it,14,
75208,78,25,حَمِيمًا,scalding water,85,
75281,78,39,مَءَابًا,a return.,158,
75282,78,40,إِنَّا,Indeed We,159,
75283,78,40,أَنْذَرْنَاكُمْ,[We] have warned you,160,
75284,78,40,عَذَابًا,(of) a punishment,161,
75285,78,40,قَرِيبًا,near,162,
75286,78,40,يَوْمَ,(the) Day,163,
75287,78,40,يَنْظُرُ,will see,164,
75288,78,40,الْمَرْءُ,the man,165,
75290,78,40,قَدَّمَتْ,have sent forth,167,
75291,78,40,يَدَاهُ,his hands,168,
75292,78,40,وَيَقُولُ,and will say,169,
75293,78,40,الْكَافِرُ,"""the disbeliever",170,
75294,78,40,يَالَيْتَنِي,"""""""O I wish!""",171,
75295,78,40,كُنْتُ,I were,172,
75296,78,40,تُرَابًا,"""dust!""""""",173,
75297,79,1,وَالنَّازِعَاتِ,By those who extract,1,
75298,79,1,غَرْقًا,"""violently",2,
75299,79,2,وَالنَّاشِطَاتِ,And those who draw out,3,
75300,79,2,نَشْطًا,"""gently",4,
75301,79,3,وَالسَّابِحَاتِ,And those who glide,5,
75302,79,3,سَبْحًا,"""swimming",6,
75303,79,4,فَالسَّابِقَاتِ,And those who race each,7,
75304,79,4,سَبْقًا,"""(in) a race",8,
75305,79,5,فَالْمُدَبِّرَاتِ,And those who arrange,9,
75306,79,5,أَمْرًا,(the) matter.,10,
75307,79,6,يَوْمَ,(The) Day,11,
75308,79,6,تَرْجُفُ,will quake,12,
75309,79,6,الرَّاجِفَةُ,"""the quaking one",13,
75945,83,33,عَلَيْهِمْ,over them,153,
75946,83,33,حَافِظِينَ,(as) guardians.,154,
75947,83,34,فَالْيَوْمَ,So today,155,
75948,83,34,الَّذِينَ,those who,156,
75949,83,34,ءَامَنُوا,believed -,157,
75950,83,34,مِنَ,at,158,
75951,83,34,الْكُفَّارِ,the disbelievers,159,
75952,83,34,يَضْحَكُونَ,"""they will laugh",160,
75953,83,35,عَلَى,On,161,
75954,83,35,الْأَرَائِكِ,the thrones,162,
75955,83,35,يَنْظُرُونَ,observing.,163,
75956,83,36,هَلْ,Have (not),164,
75957,83,36,ثُوِّبَ,been rewarded,165,
75958,83,36,الْكُفَّارُ,the disbelievers,166,
75959,83,36,مَا,(for) what,167,
75960,83,36,كَانُوا,they used to,168,
75961,83,36,يَفْعَلُونَ,do?,169,
75962,84,1,إِذَا,When,1,
75963,84,1,السَّمَاءُ,the sky,2,
75964,84,1,انْشَقَّتْ,"""is split asunder",3,
75965,84,2,وَأَذِنَتْ,And has listened,4,
